,Status,Paper.code,Paper.number,Screening.set,Extraction.set,Paper,Publication.year,Title,DOI,Species.latin,Family,Class,Phylum,Sex.exposed,Fertilisation.mode,Agricultural.importance,Lab.or.field,Animal.origin,Stressor.variation,Habitat,Country.of.origin,Continent.of.origin,Ocean.sea.of.origin,Exposure.duration,Life.stage.of.animal,Lowest.temp.below.10.C.,Constant.or.fluctuating.,Acclimated.,Effect.size.code,Experiment.code,Trait.category,Trait,Sex,Rearing.temperature,es,v,diff,reftemp,treattemp,warm.cool
1489,Good,TEMP878,780,14,24B,"Ismail, M.et al.",2017,"Interaction between temperature and water nutrient levels on the fitness of Eccritotarsus catarinensis (Hemiptera: Miridae), a biological control agent of water hyacinth",10.1016/j.biocontrol.2017.01.001,Eccritotarsus catarinensis,Miridae,Insecta,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,TEMP878_1,TEMP878A,Reproduction,Lifetime fecundity,Female,NA,0,0,0,25,25,Reference
1491,Good,TEMP878,780,14,24B,"Ismail, M.et al.",2017,"Interaction between temperature and water nutrient levels on the fitness of Eccritotarsus catarinensis (Hemiptera: Miridae), a biological control agent of water hyacinth",10.1016/j.biocontrol.2017.01.001,Eccritotarsus catarinensis,Miridae,Insecta,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,No,TEMP878_1,TEMP878A,Reproduction,Lifetime fecundity,Female,NA,-1.173862692,0.064490829,5,25,30,Warm
363,Good,TEMP879,781,14,2,"Ismail, M.et al.",2010,"Physiological costs of cold exposure on the parasitoid Aphidius ervi, without selection pressure and under constant or fluctuating temperatures",10.1007/s10526-010-9303-0,Aphidius ervi,Braconidae,Insecta,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Juvenile,Yes,Both,Yes (< 4 days),TEMP879_7,TEMP879C,Reproduction,Lifetime fecundity,Female,20,-0.35704855,0.145866238,-13,20,7,Cool
364,Good,TEMP879,781,14,2,"Ismail, M.et al.",2010,"Physiological costs of cold exposure on the parasitoid Aphidius ervi, without selection pressure and under constant or fluctuating temperatures",10.1007/s10526-010-9303-0,Aphidius ervi,Braconidae,Insecta,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Juvenile,Yes,Both,Yes (< 4 days),TEMP879_8,TEMP879C,Reproduction,Lifetime fecundity,Female,20,-0.526246431,0.148535017,-13,20,7,Cool
369,Good,TEMP879,781,14,2,"Ismail, M.et al.",2010,"Physiological costs of cold exposure on the parasitoid Aphidius ervi, without selection pressure and under constant or fluctuating temperatures",10.1007/s10526-010-9303-0,Aphidius ervi,Braconidae,Insecta,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Juvenile,Yes,Both,Yes (< 4 days),TEMP879_7,TEMP879C,Reproduction,Lifetime fecundity,Female,20,0,0,0,20,20,Reference
370,Good,TEMP879,781,14,2,"Ismail, M.et al.",2010,"Physiological costs of cold exposure on the parasitoid Aphidius ervi, without selection pressure and under constant or fluctuating temperatures",10.1007/s10526-010-9303-0,Aphidius ervi,Braconidae,Insecta,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Juvenile,Yes,Both,Yes (< 4 days),TEMP879_8,TEMP879C,Reproduction,Lifetime fecundity,Female,20,0,0,0,20,20,Reference
360,Good,TEMP880,782,14,23,"Ismail, M.et al.",2012,What are the possible benefits of small size for energy-constrained ectotherms in cold stress conditions?,10.1111/j.1600-0706.2012.20582.x,Aphidius ervi,Braconidae,Insecta,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,Yes,Constant,Yes (< 4 days),TEMP880_2,TEMP880B,Reproduction,number of eggs,Female,20,-0.627610516,0.162589394,-16,20,4,Cool
366,Good,TEMP880,782,14,23,"Ismail, M.et al.",2012,What are the possible benefits of small size for energy-constrained ectotherms in cold stress conditions?,10.1111/j.1600-0706.2012.20582.x,Aphidius ervi,Braconidae,Insecta,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,Yes,Constant,Yes (< 4 days),TEMP880_2,TEMP880B,Reproduction,number of eggs,Female,20,7.781134112,1.109027795,-13,20,7,Cool
372,Good,TEMP880,782,14,23,"Ismail, M.et al.",2012,What are the possible benefits of small size for energy-constrained ectotherms in cold stress conditions?,10.1111/j.1600-0706.2012.20582.x,Aphidius ervi,Braconidae,Insecta,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,Yes,Constant,Yes (< 4 days),TEMP880_2,TEMP880B,Reproduction,number of eggs,Female,20,0,0,0,20,20,Reference
1500,Good,TEMP881,783,14,24B,"i-Sohani, N.; Shishehbor, P.",2011,"Temperature effects on the development and fecundity of Encarsia acaudaleyrodis (Hymenoptera: Aphelinidae), a parasitoid of Bemisia tabaci (Homoptera: Aleyrodidae) on cucumber",10.1007/s10526-010-9318-6,Encarsia acaudaleyrodis,Aphelinidae,Insecta,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,Yes (>4 days),TEMP881_3,TEMP881A,Reproduction,Total fecundity,Female,NA,-1.217090106,0.175783284,-5,25,20,Cool
1502,Good,TEMP881,783,14,24B,"i-Sohani, N.; Shishehbor, P.",2011,"Temperature effects on the development and fecundity of Encarsia acaudaleyrodis (Hymenoptera: Aphelinidae), a parasitoid of Bemisia tabaci (Homoptera: Aleyrodidae) on cucumber",10.1007/s10526-010-9318-6,Encarsia acaudaleyrodis,Aphelinidae,Insecta,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,Yes (>4 days),TEMP881_3,TEMP881A,Reproduction,Total fecundity,Female,NA,0,0,0,25,25,Reference
1504,Good,TEMP881,783,14,24B,"i-Sohani, N.; Shishehbor, P.",2011,"Temperature effects on the development and fecundity of Encarsia acaudaleyrodis (Hymenoptera: Aphelinidae), a parasitoid of Bemisia tabaci (Homoptera: Aleyrodidae) on cucumber",10.1007/s10526-010-9318-6,Encarsia acaudaleyrodis,Aphelinidae,Insecta,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,Yes (>4 days),TEMP881_3,TEMP881A,Reproduction,Total fecundity,Female,NA,-1.481254631,0.182037773,5,25,30,Warm
1506,Good,TEMP881,783,14,24B,"i-Sohani, N.; Shishehbor, P.",2011,"Temperature effects on the development and fecundity of Encarsia acaudaleyrodis (Hymenoptera: Aphelinidae), a parasitoid of Bemisia tabaci (Homoptera: Aleyrodidae) on cucumber",10.1007/s10526-010-9318-6,Encarsia acaudaleyrodis,Aphelinidae,Insecta,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Adult,No,Constant,Yes (>4 days),TEMP881_3,TEMP881A,Reproduction,Total fecundity,Female,NA,-2.17384331,0.227242763,7,25,32,Warm
28,Good,TEMP894,789,14,7A,"Jalali, M. A.et al.",2009,"Effects of food and temperature on development, fecundity and life-table parameters of Adalia bipunctata (Coleoptera: Coccinellidae)",10.1111/j.1439-0418.2009.01408.x,Adalia bipunctata,Coccinellidae,Insecta,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP894_2,TEMP894A,Reproduction,Total fecundity (eggs),Female,23,0.005881565,0.1149073,-4,23,19,Cool
30,Good,TEMP894,789,14,7A,"Jalali, M. A.et al.",2009,"Effects of food and temperature on development, fecundity and life-table parameters of Adalia bipunctata (Coleoptera: Coccinellidae)",10.1111/j.1439-0418.2009.01408.x,Adalia bipunctata,Coccinellidae,Insecta,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP894_2,TEMP894A,Reproduction,Total fecundity (eggs),Female,23,0,0,0,23,23,Reference
32,Good,TEMP894,789,14,7A,"Jalali, M. A.et al.",2009,"Effects of food and temperature on development, fecundity and life-table parameters of Adalia bipunctata (Coleoptera: Coccinellidae)",10.1111/j.1439-0418.2009.01408.x,Adalia bipunctata,Coccinellidae,Insecta,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP894_2,TEMP894A,Reproduction,Total fecundity (eggs),Female,23,-0.495402137,0.118223363,4,23,27,Warm
3642,Good,TEMP897,792,14,23,"James, D. G.; Warren, G. N.",1991,"EFFECT OF TEMPERATURE ON DEVELOPMENT, SURVIVAL, LONGEVITY AND FECUNDITY OF TRISSOLCUS-OENONE DODD (HYMENOPTERA, SCELIONIDAE)",10.1111/j.1440-6055.1991.tb00441.x,Trissolcus oenone,Scelionidae,Insecta,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP897_2,TEMP898,Reproduction,number of progeny,Female,25,-0.39045695,0.24059513,-10,25,15,Cool
3644,Good,TEMP897,792,14,23,"James, D. G.; Warren, G. N.",1991,"EFFECT OF TEMPERATURE ON DEVELOPMENT, SURVIVAL, LONGEVITY AND FECUNDITY OF TRISSOLCUS-OENONE DODD (HYMENOPTERA, SCELIONIDAE)",10.1111/j.1440-6055.1991.tb00441.x,Trissolcus oenone,Scelionidae,Insecta,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP897_2,TEMP898,Reproduction,number of progeny,Female,25,0.001439765,0.250000065,-7.5,25,17.5,Cool
3646,Good,TEMP897,792,14,23,"James, D. G.; Warren, G. N.",1991,"EFFECT OF TEMPERATURE ON DEVELOPMENT, SURVIVAL, LONGEVITY AND FECUNDITY OF TRISSOLCUS-OENONE DODD (HYMENOPTERA, SCELIONIDAE)",10.1111/j.1440-6055.1991.tb00441.x,Trissolcus oenone,Scelionidae,Insecta,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP897_2,TEMP898,Reproduction,number of progeny,Female,25,-0.360801336,0.211587773,-5,25,20,Cool
3648,Good,TEMP897,792,14,23,"James, D. G.; Warren, G. N.",1991,"EFFECT OF TEMPERATURE ON DEVELOPMENT, SURVIVAL, LONGEVITY AND FECUNDITY OF TRISSOLCUS-OENONE DODD (HYMENOPTERA, SCELIONIDAE)",10.1111/j.1440-6055.1991.tb00441.x,Trissolcus oenone,Scelionidae,Insecta,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP897_2,TEMP898,Reproduction,number of progeny,Female,25,0.190642467,0.237180069,-2.5,25,22.5,Cool
3650,Good,TEMP897,792,14,23,"James, D. G.; Warren, G. N.",1991,"EFFECT OF TEMPERATURE ON DEVELOPMENT, SURVIVAL, LONGEVITY AND FECUNDITY OF TRISSOLCUS-OENONE DODD (HYMENOPTERA, SCELIONIDAE)",10.1111/j.1440-6055.1991.tb00441.x,Trissolcus oenone,Scelionidae,Insecta,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP897_2,TEMP898,Reproduction,number of progeny,Female,25,0,0,0,25,25,Reference
3652,Good,TEMP897,792,14,23,"James, D. G.; Warren, G. N.",1991,"EFFECT OF TEMPERATURE ON DEVELOPMENT, SURVIVAL, LONGEVITY AND FECUNDITY OF TRISSOLCUS-OENONE DODD (HYMENOPTERA, SCELIONIDAE)",10.1111/j.1440-6055.1991.tb00441.x,Trissolcus oenone,Scelionidae,Insecta,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP897_2,TEMP898,Reproduction,number of progeny,Female,25,-0.236342295,0.251745553,2.5,25,27.5,Warm
3654,Good,TEMP897,792,14,23,"James, D. G.; Warren, G. N.",1991,"EFFECT OF TEMPERATURE ON DEVELOPMENT, SURVIVAL, LONGEVITY AND FECUNDITY OF TRISSOLCUS-OENONE DODD (HYMENOPTERA, SCELIONIDAE)",10.1111/j.1440-6055.1991.tb00441.x,Trissolcus oenone,Scelionidae,Insecta,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP897_2,TEMP898,Reproduction,number of progeny,Female,25,-0.19123415,0.197259719,5,25,30,Warm
3656,Good,TEMP897,792,14,23,"James, D. G.; Warren, G. N.",1991,"EFFECT OF TEMPERATURE ON DEVELOPMENT, SURVIVAL, LONGEVITY AND FECUNDITY OF TRISSOLCUS-OENONE DODD (HYMENOPTERA, SCELIONIDAE)",10.1111/j.1440-6055.1991.tb00441.x,Trissolcus oenone,Scelionidae,Insecta,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP897_2,TEMP898,Reproduction,number of progeny,Female,25,-0.181044467,0.209152761,7.5,25,32.5,Warm
3658,Good,TEMP897,792,14,23,"James, D. G.; Warren, G. N.",1991,"EFFECT OF TEMPERATURE ON DEVELOPMENT, SURVIVAL, LONGEVITY AND FECUNDITY OF TRISSOLCUS-OENONE DODD (HYMENOPTERA, SCELIONIDAE)",10.1111/j.1440-6055.1991.tb00441.x,Trissolcus oenone,Scelionidae,Insecta,Arthropoda,Both,Internal,Control agent,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,More than 5 days,Mix,No,Constant,No,TEMP897_2,TEMP898,Reproduction,number of progeny,Female,25,-0.313867398,0.253078523,10,25,35,Warm
1925,Good,TEMP900,94,NA,1B,"Jannot, 2009",2009,Life history plasticity and fitness in a caddisfly in response to proximate cues of pond-drying,10.1007/s00442-009-1389-7,Limnephilus indivisus,Limnephilidae,Insecta,Arthropoda,Female,Internal,No,Lab,Wild-caught,Experimental,Both,USA,North America,NA,More than 5 days,Mix,No,Constant,No,TEMP900_2,TEMP900A,Reproduction,Number of eggs,Female,17.2,0,0,0,17.5,17.5,Reference
1927,Good,TEMP900,94,NA,1B,"Jannot, 2009",2009,Life history plasticity and fitness in a caddisfly in response to proximate cues of pond-drying,10.1007/s00442-009-1389-7,Limnephilus indivisus,Limnephilidae,Insecta,Arthropoda,Female,Internal,No,Lab,Wild-caught,Experimental,Both,USA,North America,NA,More than 5 days,Mix,No,Constant,No,TEMP900_2,TEMP900A,Reproduction,Number of eggs,Female,17.2,-0.571790725,0.040033388,5,17.5,22.5,Warm
786,Good,TEMP901,794,14,7A,"Janowitz, S. A.; Fischer, K.",2011,Opposing effects of heat stress on male versus female reproductive success in Bicyclus anynana butterflies,10.1016/j.jtherbio.2011.04.001,Bicyclus anynana,Nymphalidae,Insecta,Arthropoda,Both,Internal,No,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,< 24 hours,Adult,No,Constant,No,TEMP901_3,TEMP901A,Reproduction,Total fecundity (eggs),Both,27,0,0,0,27,27,Reference
787,Good,TEMP901,794,14,7A,"Janowitz, S. A.; Fischer, K.",2011,Opposing effects of heat stress on male versus female reproductive success in Bicyclus anynana butterflies,10.1016/j.jtherbio.2011.04.001,Bicyclus anynana,Nymphalidae,Insecta,Arthropoda,Female,Internal,No,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,< 24 hours,Adult,No,Constant,No,TEMP901_5,TEMP901A,Reproduction,Total fecundity (eggs),Female,27,0,0,0,27,27,Reference
795,Good,TEMP901,794,14,7A,"Janowitz, S. A.; Fischer, K.",2011,Opposing effects of heat stress on male versus female reproductive success in Bicyclus anynana butterflies,10.1016/j.jtherbio.2011.04.001,Bicyclus anynana,Nymphalidae,Insecta,Arthropoda,Both,Internal,No,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,< 24 hours,Adult,No,Constant,No,TEMP901_3,TEMP901A,Reproduction,Total fecundity (eggs),Both,27,-0.054001515,0.019683073,13,27,40,Warm
796,Good,TEMP901,794,14,7A,"Janowitz, S. A.; Fischer, K.",2011,Opposing effects of heat stress on male versus female reproductive success in Bicyclus anynana butterflies,10.1016/j.jtherbio.2011.04.001,Bicyclus anynana,Nymphalidae,Insecta,Arthropoda,Female,Internal,No,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,< 24 hours,Adult,No,Constant,No,TEMP901_5,TEMP901A,Reproduction,Total fecundity (eggs),Female,27,-0.477411425,0.021073696,13,27,40,Warm
3168,Good,TEMP906,798,14,6C,"Jeffs, C. T.; Leather, S. R.",2014,"Effects of extreme, fluctuating temperature events on life history traits of the grain aphid, Sitobion avenae",10.1111/eea.12160,Sitobion avenae,Aphididae,Insecta,Arthropoda,Parthenogenetic,NA,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,1 to 5 days,Juvenile,No,Fluctuating,Yes (< 4 days),TEMP906_2,TEMP906A,Reproduction,Offspring per female over 7 days after temperature treatment,Parthenogenetic,20,-0.128589033,0.154164137,-10,20,10,Cool
3169,Good,TEMP906,798,14,6C,"Jeffs, C. T.; Leather, S. R.",2014,"Effects of extreme, fluctuating temperature events on life history traits of the grain aphid, Sitobion avenae",10.1111/eea.12160,Sitobion avenae,Aphididae,Insecta,Arthropoda,Parthenogenetic,NA,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,1 to 5 days,Juvenile,No,Fluctuating,Yes (< 4 days),TEMP906_2,TEMP906A,Reproduction,Offspring per female over 7 days after temperature treatment,Parthenogenetic,20,0,0,0,20,20,Reference
3170,Good,TEMP906,798,14,6C,"Jeffs, C. T.; Leather, S. R.",2014,"Effects of extreme, fluctuating temperature events on life history traits of the grain aphid, Sitobion avenae",10.1111/eea.12160,Sitobion avenae,Aphididae,Insecta,Arthropoda,Parthenogenetic,NA,Pest,Lab,Lab-reared,Experimental,Terrestrial,NA,NA,NA,1 to 5 days,Juvenile,No,Fluctuating,Yes (< 4 days),TEMP906_2,TEMP906A,Reproduction,Offspring per female over 7 days after temperature treatment,Parthenogenetic,20,-1.538831952,0.199384688,5,20,25,Warm
294,Good,TEMP912,799,14,7A,"Jiang, H. X.et al.",2016,"Effects of temperature on the development, reproduction and population growth of Anaphothrips obscurus (Thysanoptera: Thripidae)",10.1016/j.aspen.2016.10.011,Anaphothrips obscurus,Thripidae,Insecta,Arthropoda,Parthenogenetic,NA,Pest,Lab,Lab-reared,Experimental,Terrestrial,China,Asia,NA,More than 5 days,Mix,No,Constant,No,TEMP912_2,TEMP912A,Reproduction,Fecundity (eggs),Parthenogenetic,25,-0.249964048,0.050229012,-10,25,15,Cool
296,Good,TEMP912,799,14,7A,"Jiang, H. X.et al.",2016,"Effects of temperature on the development, reproduction and population growth of Anaphothrips obscurus (Thysanoptera: Thripidae)",10.1016/j.aspen.2016.10.011,Anaphothrips obscurus,Thripidae,Insecta,Arthropoda,Parthenogenetic,NA,Pest,Lab,Lab-reared,Experimental,Terrestrial,China,Asia,NA,More than 5 days,Mix,No,Constant,No,TEMP912_2,TEMP912A,Reproduction,Fecundity (eggs),Parthenogenetic,25,0.515857633,0.042242138,-5,25,20,Cool
298,Good,TEMP912,799,14,7A,"Jiang, H. X.et al.",2016,"Effects of temperature on the development, reproduction and population growth of Anaphothrips obscurus (Thysanoptera: Thripidae)",10.1016/j.aspen.2016.10.011,Anaphothrips obscurus,Thripidae,Insecta,Arthropoda,Parthenogenetic,NA,Pest,Lab,Lab-reared,Experimental,Terrestrial,China,Asia,NA,More than 5 days,Mix,No,Constant,No,TEMP912_2,TEMP912A,Reproduction,Fecundity (eggs),Parthenogenetic,25,0,0,0,25,25,Reference
300,Good,TEMP912,799,14,7A,"Jiang, H. X.et al.",2016,"Effects of temperature on the development, reproduction and population growth of Anaphothrips obscurus (Thysanoptera: Thripidae)",10.1016/j.aspen.2016.10.011,Anaphothrips obscurus,Thripidae,Insecta,Arthropoda,Parthenogenetic,NA,Pest,Lab,Lab-reared,Experimental,Terrestrial,China,Asia,NA,More than 5 days,Mix,No,Constant,No,TEMP912_2,TEMP912A,Reproduction,Fecundity (eggs),Parthenogenetic,25,0.076946303,0.045119382,5,25,30,Warm
302,Good,TEMP912,799,14,7A,"Jiang, H. X.et al.",2016,"Effects of temperature on the development, reproduction and population growth of Anaphothrips obscurus (Thysanoptera: Thripidae)",10.1016/j.aspen.2016.10.011,Anaphothrips obscurus,Thripidae,Insecta,Arthropoda,Parthenogenetic,NA,Pest,Lab,Lab-reared,Experimental,Terrestrial,China,Asia,NA,More than 5 days,Mix,No,Constant,No,TEMP912_2,TEMP912A,Reproduction,Fecundity (eggs),Parthenogenetic,25,-1.236381657,0.048683621,7,25,32,Warm
512,Good,TEMP915,800,14,20B,"Jimenez-Melero, R.et al.",2012,"Effect of temperature, food and individual variability on the embryonic development time and fecundity of Arctodiaptomus salinus (Copepoda: Calanoida) from a shallow saline pond",10.1007/s10750-012-1014-3,Arctodiaptomus salinus,Diaptomidae,Crustacea,Arthropoda,Both,Internal,No,Lab,Wild-caught,Experimental,Aquatic,Spain,Europe,NA,More than 5 days,Adult,No,Constant,No,TEMP915_3,TEMP915_A,Reproduction,clutch size,Female,20,0.87079338,0.119368624,-10,20,10,Cool
513,Good,TEMP915,800,14,20B,"Jimenez-Melero, R.et al.",2012,"Effect of temperature, food and individual variability on the embryonic development time and fecundity of Arctodiaptomus salinus (Copepoda: Calanoida) from a shallow saline pond",10.1007/s10750-012-1014-3,Arctodiaptomus salinus,Diaptomidae,Crustacea,Arthropoda,Both,Internal,No,Lab,Wild-caught,Experimental,Aquatic,Spain,Europe,NA,More than 5 days,Adult,No,Constant,No,TEMP915_3,TEMP915_A,Reproduction,clutch size,Female,20,-0.188015416,0.130822259,-7,20,13,Cool
514,Good,TEMP915,800,14,20B,"Jimenez-Melero, R.et al.",2012,"Effect of temperature, food and individual variability on the embryonic development time and fecundity of Arctodiaptomus salinus (Copepoda: Calanoida) from a shallow saline pond",10.1007/s10750-012-1014-3,Arctodiaptomus salinus,Diaptomidae,Crustacea,Arthropoda,Both,Internal,No,Lab,Wild-caught,Experimental,Aquatic,Spain,Europe,NA,More than 5 days,Adult,No,Constant,No,TEMP915_3,TEMP915_A,Reproduction,clutch size,Female,20,0.320623475,0.125617717,-5,20,15,Cool
