species_latin,family,class,phylum,original_name,resolved_name,temporary_name,thermoregulation,mobility,reproductive_mode,fertilisation_mode,agricultural_importance,habitat1,habitat2
Stomoxys_niger,Muscidae,Insecta,Arthropoda,Stomoxys_niger,stomoxys_niger,stomoxys_niger,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Strongylocentrotus,Strongylocentrotidae,Echinodermata,Echinodermata,Strongylocentrotus,strongylocentrotus,Strongylocentrotus_scaber,Ectotherm,Mobile,Sexual,External,No,Aquatic,Marine
Strongylocentrotus_droebachiensis,Strongylocentrotidae,Echinodermata,Echinodermata,Strongylocentrotus_droebachiensis,strongylocentrotus_droebachiensis,strongylocentrotus_droebachiensis,Ectotherm,Mobile,Sexual,External,No,Aquatic,Marine
Strongylocentrotus_intermedius,Strongylocentrotidae,Echinodermata,Echinodermata,Strongylocentrotus_intermedius,strongylocentrotus_intermedius,strongylocentrotus_intermedius,Ectotherm,Mobile,Sexual,External,No,Aquatic,Marine
Strongylocentrotus_polyacanthus,Strongylocentrotidae,Echinodermata,Echinodermata,Strongylocentrotus_polyacanthus,strongylocentrotus_polyacanthus,strongylocentrotus_polyacanthus,Ectotherm,Mobile,Sexual,External,No,Aquatic,Marine
Struthio_camelus,Struthionidae,Aves,Chordata,Struthio_camelus,struthio_camelus,struthio_camelus,Endotherm,Mobile,Sexual,Internal,Farmed,Terrestrial,Terrestrial
Sturnella_neglecta,Icteridae,Aves,Chordata,Sturnella_neglecta,sturnella_neglecta,sturnella_neglecta,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Sturnus_unicolor,Sturnidae,Aves,Chordata,Sturnus_unicolor,sturnus_unicolor,sturnus_unicolor,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Supella_longipalpa,Ectobiidae,Insecta,Arthropoda,Supella_longipalpa,supella_longipalpa,supella_longipalpa,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Sus_scrofa,Suidae,Mammalia,Chordata,Sus_scrofa,sus_scrofa,Sus_scrofa,Endotherm,Mobile,Sexual,Internal,Farmed,Terrestrial,Terrestrial
Sycettusa_hastifera,Heteropiidae,Porifera,Porifera,Sycettusa_hastifera,sycettusa_hastifera,sycettusa_hastifera,Ectotherm,Sessile,Sexual,External,No,Aquatic,Marine
Symmetrischema_tangolias,Gelechiidae,Insecta,Arthropoda,Symmetrischema_tangolias,symmetrischema_tangolias,symmetrischema_tangolias,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Synanthedon_pictipes,Sesiidae,Insecta,Arthropoda,Synanthedon_pictipes,synanthedon_pictipes,synanthedon_pictipes,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Syngnathus_typhle,Syngnathidae,Actinopterygii,Chordata,Syngnathus_typhle,syngnathus_typhle,syngnathus_typhle,Ectotherm,Mobile,Sexual,External,No,Aquatic,Marine
Syrmaticus_soemmerringii,Phasianidae,Aves,Chordata,Syrmaticus_soemmerringii,syrmaticus_soemmerringii,syrmaticus_soemmerringii,Endotherm,Mobile,Sexual,Internal,Farmed,Terrestrial,Terrestrial
Tachycineta_bicolor,Hirundinidae,Aves,Chordata,Tachycineta_bicolor,tachycineta_bicolor,tachycineta_bicolor,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Taeniopygia_guttata,Estrildidae,Aves,Chordata,Taeniopygia_guttata,taeniopygia_guttata,taeniopygia_guttata,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Takydromus_septentrionalis,Lacertidae,Reptilia,Chordata,Takydromus_septentrionalis,takydromus_septentrionalis,takydromus_septentrionalis,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Takydromus_sexlineatus,Lacertidae,Reptilia,Chordata,Takydromus_sexlineatus,takydromus_sexlineatus,takydromus_sexlineatus,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Taliepus_dentatus,Epialtidae,Crustacea,Arthropoda,Taliepus_dentatus,taliepus_dentatus,taliepus_dentatus,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Tamarixia_radiata,Eulophidae,Insecta,Arthropoda,Tamarixia_radiata,tamarixia_radiata,tamarixia_radiata,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Tedania_ignis,Tedaniidae,Porifera,Porifera,Tedania_ignis,tedania_ignis,tedania_ignis,Ectotherm,Sessile,Sexual,External,No,Aquatic,Marine
Telenomus_cyamophylax,Platygastridae,Insecta,Arthropoda,Telenomus_cyamophylax,telenomus_cyamophylax,Telenomus_abdominalis,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Telenomus_isis,Platygastridae,Insecta,Arthropoda,Telenomus_isis,telenomus_isis,Telenomus_chrysopae,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Telenomus_podisi,Platygastridae,Insecta,Arthropoda,Telenomus_podisi,telenomus_podisi,telenomus_podisi,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Teleogryllus_oceanicus,Gryllidae,Insecta,Arthropoda,Teleogryllus_oceanicus,teleogryllus_oceanicus,teleogryllus_oceanicus,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Temora_longicornis,Temoridae,Crustacea,Arthropoda,Temora_longicornis,temora_longicornis,temora_longicornis,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Testudinalia_testudinalis,Lottiidae,Mollusca,Mollusca,Testudinalia_testudinalis,testudinalia_testudinalis,testudinalia_testudinalis,Ectotherm,Mobile,Sexual,External,No,Aquatic,Marine
Tetraneura_nigriabdominalis,Aphididae,Insecta,Arthropoda,Tetraneura_nigriabdominalis,tetraneura_nigriabdominalis,tetraneura_nigriabdominalis,Ectotherm,Mobile,Parthenogenetic,NA,Pest,Terrestrial,Terrestrial
Tetranychus_abacae,Tetranychidae,Arachnida,Arthropoda,Tetranychus_abacae,tetranychus_abacae,tetranychus_abacae,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Tetranychus_cinnabarinus,Tetranychidae,Arachnida,Arthropoda,Tetranychus_cinnabarinus,tetranychus_cinnabarinus,tetranychus_cinnabarinus,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Tetranychus_evansi,Tetranychidae,Arachnida,Arthropoda,Tetranychus_evansi,tetranychus_evansi,tetranychus_evansi,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Tetranychus_ludeni,Tetranychidae,Arachnida,Arthropoda,Tetranychus_ludeni,tetranychus_ludeni,tetranychus_ludeni,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Tetranychus_palmarum,Tetranychidae,Arachnida,Arthropoda,Tetranychus_palmarum,tetranychus_palmarum,Tetranychus_adensis,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Tetranychus_phaselus,Tetranychidae,Arachnida,Arthropoda,Tetranychus_phaselus,tetranychus_phaselus,tetranychus_phaselus,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Tetranychus_piercei,Tetranychidae,Arachnida,Arthropoda,Tetranychus_piercei,tetranychus_piercei,tetranychus_piercei,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Tetranychus_truncatus,Tetranychidae,Arachnida,Arthropoda,Tetranychus_truncatus,tetranychus_truncatus,tetranychus_truncatus,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Tetranychus_turkestani,Tetranychidae,Arachnida,Arthropoda,Tetranychus_turkestani,tetranychus_turkestani,tetranychus_turkestani,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Tetranychus_urticae,Tetranychidae,Arachnida,Arthropoda,Tetranychus_urticae,tetranychus_urticae,tetranychus_urticae,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Tetranycopsis_horridus,Tetranychidae,Arachnida,Arthropoda,Tetranycopsis_horridus,tetranycopsis_horridus,tetranycopsis_horridus,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Tetrao_urogallus,Phasianidae,Aves,Chordata,Tetrao_urogallus,tetrao_urogallus,tetrao_urogallus,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Tetrastichus_giffardianus,Eulophidae,Insecta,Arthropoda,Tetrastichus_giffardianus,tetrastichus_giffardianus,tetrastichus_giffardianus,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Tetrastichus_howardi,Eulophidae,Insecta,Arthropoda,Tetrastichus_howardi,tetrastichus_howardi,Tetrastichus_abdominalis,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Tetrastichus_planipennisi,Eulophidae,Insecta,Arthropoda,Tetrastichus_planipennisi,tetrastichus_planipennisi,Tetranychus_afrindicus,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Thamnophis_sirtalis,Colubridae,Reptilia,Chordata,Thamnophis_sirtalis,thamnophis_sirtalis,thamnophis_sirtalis,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Thanasimus_formicarius,Cleridae,Insecta,Arthropoda,Thanasimus_formicarius,thanasimus_formicarius,thanasimus_formicarius,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Thaumatotibia_leucotreta,Tortricidae,Insecta,Arthropoda,Thaumatotibia_leucotreta,thaumatotibia_leucotreta,thaumatotibia_leucotreta,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Theocolax_elegans,Pteromalidae,Insecta,Arthropoda,Theocolax_elegans,theocolax_elegans,theocolax_elegans,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Thrips_hawaiiensis,Thripidae,Insecta,Arthropoda,Thrips_hawaiiensis,thrips_hawaiiensis,thrips_hawaiiensis,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Thrips_nigropilosus,Thripidae,Insecta,Arthropoda,Thrips_nigropilosus,thrips_nigropilosus,thrips_nigropilosus,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Thrips_palmi,Thripidae,Insecta,Arthropoda,Thrips_palmi,thrips_palmi,thrips_palmi,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Thrips_tabaci,Thripidae,Insecta,Arthropoda,Thrips_tabaci,thrips_tabaci,thrips_tabaci,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Thymallus_thymallus,Salmonidae,Actinopterygii,Chordata,Thymallus_thymallus,thymallus_thymallus,thymallus_thymallus,Ectotherm,Mobile,Sexual,External,No,Aquatic,Freshwater
Tigriopus_californicus,Harpacticidae,Crustacea,Arthropoda,Tigriopus_californicus,tigriopus_californicus,tigriopus_californicus,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Tigriopus_japonicus,Harpacticidae,Crustacea,Arthropoda,Tigriopus_japonicus,tigriopus_japonicus,tigriopus_japonicus,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Tigriopus_kingsejongensis,Harpacticidae,Crustacea,Arthropoda,Tigriopus_kingsejongensis,tigriopus_kingsejongensis,tigriopus_kingsejongensis,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Tinca_tinca,Cyprinidae,Actinopterygii,Chordata,Tinca_tinca,tinca_tinca,tinca_tinca,Ectotherm,Mobile,Sexual,External,No,Aquatic,Freshwater
Tinocallis_kahawaluokalani,Aphididae,Insecta,Arthropoda,Tinocallis_kahawaluokalani,tinocallis_kahawaluokalani,Tinocallis_dalbergicola,Ectotherm,Mobile,Parthenogenetic,NA,Pest,Terrestrial,Terrestrial
Toxopneustes_roseus,Toxopneustidae,Echinodermata,Echinodermata,Toxopneustes_roseus,toxopneustes_roseus,toxopneustes_roseus,Ectotherm,Mobile,Sexual,External,No,Aquatic,Marine
Toxoptera_citricida,Aphididae,Insecta,Arthropoda,Toxoptera_citricida,toxoptera_citricida,Aphis_citricidus,Ectotherm,Mobile,Parthenogenetic,NA,Pest,Terrestrial,Terrestrial
Trachemys_scripta,Emydidae,Reptilia,Chordata,Trachemys_scripta,trachemys_scripta,trachemys_scripta,Ectotherm,Mobile,Sexual,Internal,No,Both,Freshwater
Tranosema_rostrale,Ichneumonidae,Insecta,Arthropoda,Tranosema_rostrale,tranosema_rostrale,tranosema_rostrale,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Trialeurodes_ricini,Aleyrodidae,Insecta,Arthropoda,Trialeurodes_ricini,trialeurodes_ricini,trialeurodes_ricini,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Trialeurodes_vaporariorum,Aleyrodidae,Insecta,Arthropoda,Trialeurodes_vaporariorum,trialeurodes_vaporariorum,trialeurodes_vaporariorum,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Triatoma_infestans,Reduviidae,Insecta,Arthropoda,Triatoma_infestans,triatoma_infestans,triatoma_infestans,Ectotherm,Mobile,Sexual,Internal,Vector,Terrestrial,Terrestrial
Triatoma_rubrovaria,Reduviidae,Insecta,Arthropoda,Triatoma_rubrovaria,triatoma_rubrovaria,triatoma_rubrovaria,Ectotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Tribolium_castaneum,Tenebrionidae,Insecta,Arthropoda,Tribolium_castaneum,tribolium_castaneum,tribolium_castaneum,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Tribolium_confusum,Tenebrionidae,Insecta,Arthropoda,Tribolium_confusum,tribolium_confusum,tribolium_confusum,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Trichogramma,Trichogrammatidae,Insecta,Arthropoda,Trichogramma,Trichogramma,Trichogramma_acuminatum,Ectotherm,Mobile,Parthenogenetic,NA,Control agent,Terrestrial,Terrestrial
Trichogramma_acacioi,Trichogrammatidae,Insecta,Arthropoda,Trichogramma_acacioi,trichogramma_acacioi,trichogramma_acacioi,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Trichogramma_achaeae,Trichogrammatidae,Insecta,Arthropoda,Trichogramma_achaeae,trichogramma_achaeae,trichogramma_achaeae,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Trichogramma_bournieri,Trichogrammatidae,Insecta,Arthropoda,Trichogramma_bournieri,trichogramma_bournieri,trichogramma_bournieri,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Trichogramma_brassicae,Trichogrammatidae,Insecta,Arthropoda,Trichogramma_brassicae,trichogramma_brassicae,trichogramma_brassicae,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Trichogramma_buesi,Trichogrammatidae,Insecta,Arthropoda,Trichogramma_buesi,trichogramma_buesi,Trichogramma_acantholydae,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Trichogramma_cacaeciae,Trichogrammatidae,Insecta,Arthropoda,Trichogramma_cacaeciae,trichogramma_cacaeciae,trichogramma_cacaeciae,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Trichogramma_chilonis,Trichogrammatidae,Insecta,Arthropoda,Trichogramma_chilonis,trichogramma_chilonis,trichogramma_chilonis,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Trichogramma_dendrolimi,Trichogrammatidae,Insecta,Arthropoda,Trichogramma_dendrolimi,trichogramma_dendrolimi,trichogramma_dendrolimi,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Trichogramma_embryophagum,Trichogrammatidae,Insecta,Arthropoda,Trichogramma_embryophagum,trichogramma_embryophagum,trichogramma_embryophagum,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Trichogramma_evanescens,Trichogrammatidae,Insecta,Arthropoda,Trichogramma_evanescens,trichogramma_evanescens,trichogramma_evanescens,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Trichogramma_japonicum,Trichogrammatidae,Insecta,Arthropoda,Trichogramma_japonicum,trichogramma_japonicum,trichogramma_japonicum,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Trichogramma_mwanzai,Trichogrammatidae,Insecta,Arthropoda,Trichogramma_mwanzai,trichogramma_mwanzai,trichogramma_mwanzai,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Trichogramma_ostriniae,Trichogrammatidae,Insecta,Arthropoda,Trichogramma_ostriniae,trichogramma_ostriniae,trichogramma_ostriniae,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Trichogramma_poliae,Trichogrammatidae,Insecta,Arthropoda,Trichogramma_poliae,trichogramma_poliae,Trichogramma_agriae,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Trichogramma_pratissolii,Trichogrammatidae,Insecta,Arthropoda,Trichogramma_pratissolii,trichogramma_pratissolii,trichogramma_pratissolii,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Trichogramma_pretiosum,Trichogrammatidae,Insecta,Arthropoda,Trichogramma_pretiosum,trichogramma_pretiosum,trichogramma_pretiosum,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Trichogramma_principium,Trichogrammatidae,Insecta,Arthropoda,Trichogramma_principium,trichogramma_principium,trichogramma_principium,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Trichogramma_sibericum,Trichogrammatidae,Insecta,Arthropoda,Trichogramma_sibericum,trichogramma_sibericum,trichogramma_sibericum,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Trichogramma_zahiri,Trichogrammatidae,Insecta,Arthropoda,Trichogramma_zahiri,trichogramma_zahiri,Trichogramma_alpha,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Trichogrammatoidea_lutea,Trichogrammatidae,Insecta,Arthropoda,Trichogrammatoidea_lutea,trichogrammatoidea_lutea,trichogrammatoidea_lutea,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Trichopria_anastrephae,Diapriidae,Insecta,Arthropoda,Trichopria_anastrephae,trichopria_anastrephae,Trichopria_abdominalis,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Trichopria_drosophilae,Diapriidae,Insecta,Arthropoda,Trichopria_drosophilae,trichopria_drosophilae,trichopria_drosophilae,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Tridacna_maxima,Cardiidae,Mollusca,Mollusca,Tridacna_maxima,tridacna_maxima,tridacna_maxima,Ectotherm,Mobile,Hermaphrodite,External,No,Aquatic,Marine
Tripneustes_gratilla,Toxopneustidae,Echinodermata,Echinodermata,Tripneustes_gratilla,tripneustes_gratilla,tripneustes_gratilla,Ectotherm,Mobile,Sexual,External,No,Aquatic,Marine
Trissolcus_grandis,Scelionidae,Insecta,Arthropoda,Trissolcus_grandis,trissolcus_grandis,trissolcus_grandis,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Trissolcus_oenone,Scelionidae,Insecta,Arthropoda,Trissolcus_oenone,trissolcus_oenone,trissolcus_oenone,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Trissolcus_semistriatus,Scelionidae,Insecta,Arthropoda,Trissolcus_semistriatus,trissolcus_semistriatus,trissolcus_semistriatus,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Trissolcus_simoni,Scelionidae,Insecta,Arthropoda,Trissolcus_simoni,trissolcus_simoni,trissolcus_simoni,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Triturus_marmoratus,Salamandridae,Amphibia,Chordata,Triturus_marmoratus,triturus_marmoratus,triturus_marmoratus_marmoratus,Ectotherm,Mobile,Sexual,Internal,No,Both,Freshwater
Trogoderma_granarium,Dermestidae,Insecta,Arthropoda,Trogoderma_granarium,trogoderma_granarium,trogoderma_granarium,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Trogoderma_inclusum,Dermestidae,Insecta,Arthropoda,Trogoderma_inclusum,trogoderma_inclusum,trogoderma_inclusum,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Trogoderma_variabile,Dermestidae,Insecta,Arthropoda,Trogoderma_variabile,trogoderma_variabile,trogoderma_variabile,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Tuberolachnus_salignus,Aphididae,Insecta,Arthropoda,Tuberolachnus_salignus,tuberolachnus_salignus,tuberolachnus_salignus,Ectotherm,Mobile,Parthenogenetic,NA,Pest,Terrestrial,Terrestrial
Tuta_absoluta,Gelechiidae,Insecta,Arthropoda,Tuta_absoluta,tuta_absoluta,tuta_absoluta,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Tympanuchus_cupido,Phasianidae,Aves,Chordata,Tympanuchus_cupido,tympanuchus_cupido,tympanuchus_cupido,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Tympanuchus_pallidicinctus,Phasianidae,Aves,Chordata,Tympanuchus_pallidicinctus,tympanuchus_pallidicinctus,tympanuchus_pallidicinctus,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Typhlodromalus_aripo,Phytoseiidae,Arachnida,Arthropoda,Typhlodromalus_aripo,typhlodromalus_aripo,typhlodromalus_aripo,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Typhlodromus_bagdasarjani,Phytoseiidae,Arachnida,Arthropoda,Typhlodromus_bagdasarjani,typhlodromus_bagdasarjani,typhlodromus_bagdasarjani,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Typhlodromus_pyri,Phytoseiidae,Arachnida,Arthropoda,Typhlodromus_pyri,typhlodromus_pyri,typhlodromus_pyri,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Typhlodromus_recki,Phytoseiidae,Arachnida,Arthropoda,Typhlodromus_recki,typhlodromus_recki,typhlodromus_recki,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Typhlodromus_talbi,Phytoseiidae,Arachnida,Arthropoda,Typhlodromus_talbi,typhlodromus_talbi,Typhlodromus_abboudieius,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Tyrophagus_neiswanderi,Acaridae,Arachnida,Arthropoda,Tyrophagus_neiswanderi,tyrophagus_neiswanderi,tyrophagus_neiswanderi,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Tyrophagus_putrescentiae,Acaridae,Arachnida,Arthropoda,Tyrophagus_putrescentiae,tyrophagus_putrescentiae,tyrophagus_putrescentiae,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Tyrophagus_similis,Acaridae,Arachnida,Arthropoda,Tyrophagus_similis,tyrophagus_similis,tyrophagus_similis,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Tyto_alba,Tytonidae,Aves,Chordata,Tyto_alba,tyto_alba,tyto_alba,Endotherm,Mobile,Sexual,Internal,No,Terrestrial,Terrestrial
Unaspis_euonymi,Diaspididae,Insecta,Arthropoda,Unaspis_euonymi,unaspis_euonymi,unaspis_euonymi,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Unaspis_yanonensis,Diaspididae,Insecta,Arthropoda,Unaspis_yanonensis,unaspis_yanonensis,unaspis_yanonensis,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Urobatis_jamaicensis,Urotrygonidae,Actinopterygii,Chordata,Urobatis_jamaicensis,urobatis_jamaicensis,urobatis_jamaicensis,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Marine
Urolepis_rufipes,Pteromalidae,Insecta,Arthropoda,Urolepis_rufipes,urolepis_rufipes,urolepis_rufipes,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
Uroleucon_ambrosiae,Aphididae,Insecta,Arthropoda,Uroleucon_ambrosiae,uroleucon_ambrosiae,uroleucon_ambrosiae,Ectotherm,Mobile,Sexual,Internal,Pest,Terrestrial,Terrestrial
Urolophus_halleri,Urotrygonidae,Actinopterygii,Chordata,Urolophus_halleri,urolophus_halleri,urolophus_halleri,Ectotherm,Mobile,Sexual,Internal,No,Aquatic,Freshwater
Venturia_canescens,Ichneumonidae,Insecta,Arthropoda,Venturia_canescens,venturia_canescens,venturia_canescens,Ectotherm,Mobile,Sexual,Internal,Control agent,Terrestrial,Terrestrial
