"","Status","Paper.code","Paper.number","Screening.set","Extraction.set","Paper","Publication.year","Title","DOI","Species.latin","Family","Class","Phylum","Sex.exposed","Fertilisation.mode","Agricultural.importance","Lab.or.field","Animal.origin","Stressor.variation","Habitat","Country.of.origin","Continent.of.origin","Ocean.sea.of.origin","Exposure.duration","Life.stage.of.animal","Lowest.temp.below.10.C.","Constant.or.fluctuating.","Acclimated.","Experiment.code","Sex","Shared.Longevity.","Rearing.temperature","diff","reftemp","treattemp","warm.cool","es_reproduction","v_reproduction","es_longevity","v_longevity"
"1776","Good","TEMP800",724,13,NA,"Hoffmann, K. H.",1974,"EFFECTS OF CONSTANT AND VARYING TEMPERATURES ON LIFE-SPAN, FOOD UTILIZATION AND FERTILITY OF ADULT CRICKETS, GRYLLUS-BIMACULATUS","10.1007/BF00345094","Gryllus bimaculatus","Gryllidae","Insecta","Arthropoda","Both","Internal","No","Lab","lab/commercial","Experimental","Terrestrial","Switzerland","Europe",NA,"More than 5 days","Adult","Yes","Both","No","TEMP800A","Female","Yes",27,-14,27,13,"Cool",-2.320523261,0.22308047,1.063952464,0.076099957
"1777","Good","TEMP800",724,13,NA,"Hoffmann, K. H.",1974,"EFFECTS OF CONSTANT AND VARYING TEMPERATURES ON LIFE-SPAN, FOOD UTILIZATION AND FERTILITY OF ADULT CRICKETS, GRYLLUS-BIMACULATUS","10.1007/BF00345094","Gryllus bimaculatus","Gryllidae","Insecta","Arthropoda","Both","Internal","No","Lab","lab/commercial","Experimental","Terrestrial","Switzerland","Europe",NA,"More than 5 days","Adult","Yes","Both","No","TEMP800A","Female","Yes",27,-7,27,20,"Cool",-1.490998492,0.170384608,1.215872478,0.078986216
"1779","Good","TEMP800",724,13,NA,"Hoffmann, K. H.",1974,"EFFECTS OF CONSTANT AND VARYING TEMPERATURES ON LIFE-SPAN, FOOD UTILIZATION AND FERTILITY OF ADULT CRICKETS, GRYLLUS-BIMACULATUS","10.1007/BF00345094","Gryllus bimaculatus","Gryllidae","Insecta","Arthropoda","Both","Internal","No","Lab","lab/commercial","Experimental","Terrestrial","Switzerland","Europe",NA,"More than 5 days","Adult","Yes","Both","No","TEMP800A","Female","Yes",27,7,27,34,"Warm",0.25263991,0.134397115,-1.700163004,0.090754619
"1780","Good","TEMP800",724,13,NA,"Hoffmann, K. H.",1974,"EFFECTS OF CONSTANT AND VARYING TEMPERATURES ON LIFE-SPAN, FOOD UTILIZATION AND FERTILITY OF ADULT CRICKETS, GRYLLUS-BIMACULATUS","10.1007/BF00345094","Gryllus bimaculatus","Gryllidae","Insecta","Arthropoda","Both","Internal","No","Lab","lab/commercial","Experimental","Terrestrial","Switzerland","Europe",NA,"More than 5 days","Adult","Yes","Both","No","TEMP800A","Female","Yes",27,11,27,38,"Warm",-1.555697528,0.173669913,-1.512793215,0.085737861
"1781","Good","TEMP812",732,13,"6B","Hosseini, S. L.; Poorjavad, N. m. n.",2020,"The biology and ecology of pine aphid,Eulachnus tuberculostemmatus(Hemiptera: Aphididae) and its demographic responses to environmental changes","10.1111/afe.12390","Eulachnus tuberculostemmatus","Aphididae","Insecta","Arthropoda","Parthenogenetic",NA,"Pest","Lab","Wild-caught","Experimental","Terrestrial","Iran","Asia",NA,"More than 5 days","Adult","No","Constant","No","TEMP812A","Parthenogenetic","Parthenogenetic",NA,-10,25,15,"Cool",-2.83299928,0.100161781,-2.883204837,0.101955438
"1782","Good","TEMP812",732,13,"6B","Hosseini, S. L.; Poorjavad, N. m. n.",2020,"The biology and ecology of pine aphid,Eulachnus tuberculostemmatus(Hemiptera: Aphididae) and its demographic responses to environmental changes","10.1111/afe.12390","Eulachnus tuberculostemmatus","Aphididae","Insecta","Arthropoda","Parthenogenetic",NA,"Pest","Lab","Wild-caught","Experimental","Terrestrial","Iran","Asia",NA,"More than 5 days","Adult","No","Constant","No","TEMP812A","Parthenogenetic","Parthenogenetic",NA,-5,25,20,"Cool",-1.040614149,0.056767986,-0.695945995,0.05302713
"1783","Good","TEMP812",732,13,"6B","Hosseini, S. L.; Poorjavad, N. m. n.",2020,"The biology and ecology of pine aphid,Eulachnus tuberculostemmatus(Hemiptera: Aphididae) and its demographic responses to environmental changes","10.1111/afe.12390","Eulachnus tuberculostemmatus","Aphididae","Insecta","Arthropoda","Parthenogenetic",NA,"Pest","Lab","Wild-caught","Experimental","Terrestrial","Iran","Asia",NA,"More than 5 days","Adult","No","Constant","No","TEMP812A","Parthenogenetic","Parthenogenetic",NA,5,25,30,"Warm",-4.162456596,0.158287781,-3.379760799,0.121392394
"1799","Good","TEMP819",739,13,"5","Huang, J. H.et al.",2014,"Effect of temperature on development and reproduction of Proprioseiopsis asetus (Acari: Phytoseiidae) fed on asparagus thrips, Thrips tabaci","10.1007/s10493-014-9819-6","Proprioseiopsis asetus","Phytoseiidae","Arachnida","Arthropoda","Female","Internal","Pest","Lab","Wild-caught","Experimental","Terrestrial","China","Asia",NA,"More than 5 days","Juvenile","No","Constant","No","TEMP819A","Female","Female",25,-5,25,20,"Cool",-1.360710879,0.081625311,0.056879552,0.06647532
"1800","Good","TEMP819",739,13,"5","Huang, J. H.et al.",2014,"Effect of temperature on development and reproduction of Proprioseiopsis asetus (Acari: Phytoseiidae) fed on asparagus thrips, Thrips tabaci","10.1007/s10493-014-9819-6","Proprioseiopsis asetus","Phytoseiidae","Arachnida","Arthropoda","Female","Internal","Pest","Lab","Wild-caught","Experimental","Terrestrial","China","Asia",NA,"More than 5 days","Juvenile","No","Constant","No","TEMP819A","Female","Female",25,5,25,30,"Warm",-0.426054645,0.073140533,-0.459340044,0.073403664
"1801","Good","TEMP819",739,13,"5","Huang, J. H.et al.",2014,"Effect of temperature on development and reproduction of Proprioseiopsis asetus (Acari: Phytoseiidae) fed on asparagus thrips, Thrips tabaci","10.1007/s10493-014-9819-6","Proprioseiopsis asetus","Phytoseiidae","Arachnida","Arthropoda","Female","Internal","Pest","Lab","Wild-caught","Experimental","Terrestrial","China","Asia",NA,"More than 5 days","Juvenile","No","Constant","No","TEMP819A","Female","Female",25,10,25,35,"Warm",-1.176809658,0.077800285,-2.090734475,0.102278069
"1828","Good","TEMP850",83,NA,"25B","Iftikhar et al, 2018",2018,"Effect of Temperature on Demography and Predation Rate of Menochilus sexmaculatus (Coleoptera: Coccinellidae) Reared on Phenacoccus solenopsis (Hemiptera: Pseudococcidae","10.17582/journal.pjz/2018.50.5.1885.1893","Menochilus sexmaculatus","Coccinellidae","Insecta","Arthropoda","Female","Internal","Control agent","Lab","Wild-caught","Experimental","Terrestrial","Pakistan","Asia",NA,"More than 5 days","Adult","No","Constant","No","TEMP850A","Female","Female",32,-3,27,24,"Cool",4.566993703,0.209714662,4.256837646,0.189883033
"1843","Good","TEMP878",780,14,"24B","Ismail, M.et al.",2017,"Interaction between temperature and water nutrient levels on the fitness of Eccritotarsus catarinensis (Hemiptera: Miridae), a biological control agent of water hyacinth","10.1016/j.biocontrol.2017.01.001","Eccritotarsus catarinensis","Miridae","Insecta","Arthropoda","Both","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Adult","No","Constant","No","TEMP878A","Female","Female",NA,-5,25,20,"Cool",0.620373975,0.065751847,1.501119034,0.08034946
"1844","Good","TEMP878",780,14,"24B","Ismail, M.et al.",2017,"Interaction between temperature and water nutrient levels on the fitness of Eccritotarsus catarinensis (Hemiptera: Miridae), a biological control agent of water hyacinth","10.1016/j.biocontrol.2017.01.001","Eccritotarsus catarinensis","Miridae","Insecta","Arthropoda","Both","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Adult","No","Constant","No","TEMP878A","Female","Female",NA,5,25,30,"Warm",-1.173862692,0.064490829,-2.721098801,0.105767713
"1853","Good","TEMP881",783,14,"24B","i-Sohani, N.; Shishehbor, P.",2011,"Temperature effects on the development and fecundity of Encarsia acaudaleyrodis (Hymenoptera: Aphelinidae), a parasitoid of Bemisia tabaci (Homoptera: Aleyrodidae) on cucumber","10.1007/s10526-010-9318-6","Encarsia acaudaleyrodis","Aphelinidae","Insecta","Arthropoda","Both","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Adult","No","Constant","Yes (>4 days)","TEMP881A","Female","Female",NA,-5,25,20,"Cool",-1.217090106,0.175783284,0.983816206,0.166275617
"1854","Good","TEMP881",783,14,"24B","i-Sohani, N.; Shishehbor, P.",2011,"Temperature effects on the development and fecundity of Encarsia acaudaleyrodis (Hymenoptera: Aphelinidae), a parasitoid of Bemisia tabaci (Homoptera: Aleyrodidae) on cucumber","10.1007/s10526-010-9318-6","Encarsia acaudaleyrodis","Aphelinidae","Insecta","Arthropoda","Both","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Adult","No","Constant","Yes (>4 days)","TEMP881A","Female","Female",NA,5,25,30,"Warm",-1.481254631,0.182037773,-1.130873949,0.165694212
"1855","Good","TEMP881",783,14,"24B","i-Sohani, N.; Shishehbor, P.",2011,"Temperature effects on the development and fecundity of Encarsia acaudaleyrodis (Hymenoptera: Aphelinidae), a parasitoid of Bemisia tabaci (Homoptera: Aleyrodidae) on cucumber","10.1007/s10526-010-9318-6","Encarsia acaudaleyrodis","Aphelinidae","Insecta","Arthropoda","Both","Internal","Control agent","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"More than 5 days","Adult","No","Constant","Yes (>4 days)","TEMP881A","Female","Female",NA,7,25,32,"Warm",-2.17384331,0.227242763,-1.436743662,0.179718435
"1876","Good","TEMP900",94,NA,"1B","Jannot, 2009",2009,"Life history plasticity and fitness in a caddisfly in response to proximate cues of pond-drying","10.1007/s00442-009-1389-7","Limnephilus indivisus","Limnephilidae","Insecta","Arthropoda","Female","Internal","No","Lab","Wild-caught","Experimental","Both","USA","North America",NA,"More than 5 days","Mix","No","Constant","No","TEMP900A","Female","Female",17.2,5,17.5,22.5,"Warm",-0.571790725,0.040033388,-0.237959195,0.038733772
"1878","Good","TEMP901",794,14,"7A","Janowitz, S. A.; Fischer, K.",2011,"Opposing effects of heat stress on male versus female reproductive success in Bicyclus anynana butterflies","10.1016/j.jtherbio.2011.04.001","Bicyclus anynana","Nymphalidae","Insecta","Arthropoda","Female","Internal","No","Lab","Lab-reared","Experimental","Terrestrial",NA,NA,NA,"< 24 hours","Adult","No","Constant","No","TEMP901A","Female","Female",27,13,27,40,"Warm",-0.477411425,0.021073696,-0.45114555,0.021011794
"1881","Good","TEMP912",799,14,"7A","Jiang, H. X.et al.",2016,"Effects of temperature on the development, reproduction and population growth of Anaphothrips obscurus (Thysanoptera: Thripidae)","10.1016/j.aspen.2016.10.011","Anaphothrips obscurus","Thripidae","Insecta","Arthropoda","Parthenogenetic",NA,"Pest","Lab","Lab-reared","Experimental","Terrestrial","China","Asia",NA,"More than 5 days","Mix","No","Constant","No","TEMP912A","Parthenogenetic","Parthenogenetic",25,-10,25,15,"Cool",-0.249964048,0.050229012,3.51525839,0.125195839
"1882","Good","TEMP912",799,14,"7A","Jiang, H. X.et al.",2016,"Effects of temperature on the development, reproduction and population growth of Anaphothrips obscurus (Thysanoptera: Thripidae)","10.1016/j.aspen.2016.10.011","Anaphothrips obscurus","Thripidae","Insecta","Arthropoda","Parthenogenetic",NA,"Pest","Lab","Lab-reared","Experimental","Terrestrial","China","Asia",NA,"More than 5 days","Mix","No","Constant","No","TEMP912A","Parthenogenetic","Parthenogenetic",25,-5,25,20,"Cool",0.515857633,0.042242138,2.083643947,0.063035317
"1883","Good","TEMP912",799,14,"7A","Jiang, H. X.et al.",2016,"Effects of temperature on the development, reproduction and population growth of Anaphothrips obscurus (Thysanoptera: Thripidae)","10.1016/j.aspen.2016.10.011","Anaphothrips obscurus","Thripidae","Insecta","Arthropoda","Parthenogenetic",NA,"Pest","Lab","Lab-reared","Experimental","Terrestrial","China","Asia",NA,"More than 5 days","Mix","No","Constant","No","TEMP912A","Parthenogenetic","Parthenogenetic",25,5,25,30,"Warm",0.076946303,0.045119382,-0.006735063,0.045086374
"1884","Good","TEMP912",799,14,"7A","Jiang, H. X.et al.",2016,"Effects of temperature on the development, reproduction and population growth of Anaphothrips obscurus (Thysanoptera: Thripidae)","10.1016/j.aspen.2016.10.011","Anaphothrips obscurus","Thripidae","Insecta","Arthropoda","Parthenogenetic",NA,"Pest","Lab","Lab-reared","Experimental","Terrestrial","China","Asia",NA,"More than 5 days","Mix","No","Constant","No","TEMP912A","Parthenogenetic","Parthenogenetic",25,7,25,32,"Warm",-1.236381657,0.048683621,-1.085971935,0.046901454
"1885","Good","TEMP915",800,14,"20B","Jimenez-Melero, R.et al.",2012,"Effect of temperature, food and individual variability on the embryonic development time and fecundity of Arctodiaptomus salinus (Copepoda: Calanoida) from a shallow saline pond","10.1007/s10750-012-1014-3","Arctodiaptomus salinus","Diaptomidae","Crustacea","Arthropoda","Both","Internal","No","Lab","Wild-caught","Experimental","Aquatic","Spain","Europe",NA,"More than 5 days","Adult","No","Constant","No","TEMP915_A","Female","Female",20,-10,20,10,"Cool",0.87079338,0.119368624,2.133288875,0.166776628
"1889","Good","TEMP915",800,14,"20B","Jimenez-Melero, R.et al.",2012,"Effect of temperature, food and individual variability on the embryonic development time and fecundity of Arctodiaptomus salinus (Copepoda: Calanoida) from a shallow saline pond","10.1007/s10750-012-1014-3","Arctodiaptomus salinus","Diaptomidae","Crustacea","Arthropoda","Both","Internal","No","Lab","Wild-caught","Experimental","Aquatic","Spain","Europe",NA,"More than 5 days","Adult","No","Constant","No","TEMP915_A","Female","Female",20,5,20,25,"Warm",0.635363466,0.102413312,0.071650023,0.098505929
"1902","Good","TEMP954",836,15,"21","Kang, S. H.et al.",2015,"Temperature-dependent fecundity of overwintered Scirtothrips dorsalis (Thysanoptera: Thripidae) and its oviposition model with field validation","10.1002/ps.3949","Scirtothrips dorsalis","Thripidae","Insecta","Arthropoda","Female","Internal","Pest","Mix","Wild-caught","Experimental","Terrestrial","South Korea","Asia",NA,"Mix","Mix","No","Constant","Yes (mix)","TEMP954A","Female","Female",NA,-12,25,13,"Cool",-1.430036365,0.345944578,3.436750267,0.671486191
"1903","Good","TEMP954",836,15,"21","Kang, S. H.et al.",2015,"Temperature-dependent fecundity of overwintered Scirtothrips dorsalis (Thysanoptera: Thripidae) and its oviposition model with field validation","10.1002/ps.3949","Scirtothrips dorsalis","Thripidae","Insecta","Arthropoda","Female","Internal","Pest","Mix","Wild-caught","Experimental","Terrestrial","South Korea","Asia",NA,"Mix","Mix","No","Constant","Yes (mix)","TEMP954A","Female","Female",NA,-8,25,17,"Cool",-0.447811634,0.272933394,2.947179576,0.538100025
"1904","Good","TEMP954",836,15,"21","Kang, S. H.et al.",2015,"Temperature-dependent fecundity of overwintered Scirtothrips dorsalis (Thysanoptera: Thripidae) and its oviposition model with field validation","10.1002/ps.3949","Scirtothrips dorsalis","Thripidae","Insecta","Arthropoda","Female","Internal","Pest","Mix","Wild-caught","Experimental","Terrestrial","South Korea","Asia",NA,"Mix","Mix","No","Constant","Yes (mix)","TEMP954A","Female","Female",NA,-4,25,21,"Cool",0.635034225,0.279268806,1.295838872,0.319141616
"1905","Good","TEMP954",836,15,"21","Kang, S. H.et al.",2015,"Temperature-dependent fecundity of overwintered Scirtothrips dorsalis (Thysanoptera: Thripidae) and its oviposition model with field validation","10.1002/ps.3949","Scirtothrips dorsalis","Thripidae","Insecta","Arthropoda","Female","Internal","Pest","Mix","Wild-caught","Experimental","Terrestrial","South Korea","Asia",NA,"Mix","Mix","No","Constant","Yes (mix)","TEMP954A","Female","Female",NA,4,25,29,"Warm",-0.251782192,0.293930748,-1.029596475,0.32952627
"1906","Good","TEMP954",836,15,"21","Kang, S. H.et al.",2015,"Temperature-dependent fecundity of overwintered Scirtothrips dorsalis (Thysanoptera: Thripidae) and its oviposition model with field validation","10.1002/ps.3949","Scirtothrips dorsalis","Thripidae","Insecta","Arthropoda","Female","Internal","Pest","Mix","Wild-caught","Experimental","Terrestrial","South Korea","Asia",NA,"Mix","Mix","No","Constant","Yes (mix)","TEMP954A","Female","Female",NA,8,25,33,"Warm",-3.267970727,0.673082119,-3.141871501,0.644215114
"1919","Good","TEMP961",843,15,"7B","Karlsson, B.; Wiklund, C. m. j.",2005,"Butterfly life history and temperature adaptations; dry open habitats select for increased fecundity and longevity","10.1111/j.1365-2656.2004.00902.x","Aphantopus hyperantus","Nymphalidae","Insecta","Arthropoda","Female","Internal","No","Lab","Wild-caught","Experimental","Terrestrial","Sweden","Europe",NA,"More than 5 days","Adult","No","Constant","No","TEMP961D","Female","Female",NA,-5,25,20,"Cool",-0.246198573,0.403030687,0.277124252,0.403839893
"1920","Good","TEMP961",843,15,"7B","Karlsson, B.; Wiklund, C. m. j.",2005,"Butterfly life history and temperature adaptations; dry open habitats select for increased fecundity and longevity","10.1111/j.1365-2656.2004.00902.x","Aphantopus hyperantus","Nymphalidae","Insecta","Arthropoda","Female","Internal","No","Lab","Wild-caught","Experimental","Terrestrial","Sweden","Europe",NA,"More than 5 days","Adult","No","Constant","No","TEMP961D","Female","Female",NA,5,25,30,"Warm",0.035590498,0.400063334,-0.439714565,0.409667445
"1921","Good","TEMP961",843,15,"7B","Karlsson, B.; Wiklund, C. m. j.",2005,"Butterfly life history and temperature adaptations; dry open habitats select for increased fecundity and longevity","10.1111/j.1365-2656.2004.00902.x","Aphantopus hyperantus","Nymphalidae","Insecta","Arthropoda","Female","Internal","No","Lab","Wild-caught","Experimental","Terrestrial","Sweden","Europe",NA,"More than 5 days","Adult","No","Constant","No","TEMP961D","Female","Female",NA,10,25,35,"Warm",-0.436574086,0.409529847,-0.476818826,0.41136781
"1922","Good","TEMP961",843,15,"7B","Karlsson, B.; Wiklund, C. m. j.",2005,"Butterfly life history and temperature adaptations; dry open habitats select for increased fecundity and longevity","10.1111/j.1365-2656.2004.00902.x","Aphantopus hyperantus","Nymphalidae","Insecta","Arthropoda","Female","Internal","No","Lab","Wild-caught","Experimental","Terrestrial","Sweden","Europe",NA,"More than 5 days","Adult","No","Constant","No","TEMP961D","Female","Female",NA,15,25,40,"Warm",-0.956297695,0.445725264,-0.846538291,0.435831354
